dialog,emotion
"['The Canada Day is on the 1st of July', 'What is its national anthem', ""The national anthem of Canada is ' O Canada '"", 'Can you sing the song', 'Yes , I could sing it when I was very young']","[0, 0, 0, 0, 0]"
"[""Beautiful day , isn't it"", ""Yes , it's not like what the radio said at all"", 'I wish it would stay this way for the weekend', ""As long as it doesn't snow""]","[4, 4, 4, 4]"
"['Could you tell me the right time , please', ""Well , my watch says five past two , but it's no use relying on it , because it has been gaining and losing these last few days"", ""You'll have to get it fixed"", 'Yes , I will']","[0, 0, 0, 0]"
"[""Why don't you have dinner with me tonight"", ""I'd love to"", ""Let's say about 6:00"", ""That's OK with me""]","[4, 4, 4, 4]"
"['Look out', ""What's it"", 'You must have rolled over something just now', 'What you said gives me the creeps']","[0, 0, 0, 3]"
"['Is this your brother-in-law', 'Yes , he married my sister ten years ago', ""From his looks , I'd say he's a man of character"", 'Yes , my sister loves his personality']","[0, 0, 4, 4]"
"['I have a problem', ""What's the problem"", 'My mattress was supposed to be delivered today', 'Is there a problem', 'The delivery people showed up four hours late', 'I apologize for their tardiness', 'I was late for work because of them', 'Again , I do apologize for the inconvenience', 'I want my money back for the delivery', ""Seeing as they were late , that won't be a problem"", ""It shouldn't be a problem"", ""I'm going to refund your money right now""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I heard through the grapevine that Michael probably become the new sales manager', 'How did you get wind of the rumor', 'I am not a rumor monger', 'Let ’ s stop gossiping and get back to work']","[0, 0, 0, 0]"
"['Can I help you', 'Yes , can I return this article , please', 'May I know the reason , madam', ""You see , I bought it for my husband , but he doesn't like it"", 'When did you buy it', 'Last Saturday', 'Can I see the receipt', 'Yes , here you are', 'Well , if there is no damage , you can return it']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Mom , can you talk about the philosophy of life with me', 'You got me on that one']","[0, 0]"
"[""I'm not a VIP"", ""You're too humble""]","[0, 0]"
"['I got a raise', ""I'm glad to hear that""]","[4, 4]"
"['The murderer was sentenced to life imprisonment', 'It ’ s severe punishment , I think', 'Yeah , because he just killed a man in cold blood', 'No wonder']","[0, 0, 0, 0]"
"['Jim was late again', ""It's not like him to be late""]","[0, 0]"
"[""I've just been a little depressed lately"", ""What's wrong"", 'Nothing really', 'Then just keep your chin up']","[5, 0, 5, 0]"
"[""I don't think the lecture is very interesting"", 'The lecturer is dull , too', ""I feel he's like a talking machine"", 'I feel the same way']","[2, 2, 2, 2]"
"['I want to have a complete relaxation this weekend', 'You mean you want to stay at home', 'Yes , exactly', 'I thought maybe you were interested in an outing']","[0, 0, 0, 0]"
"['I like football best of all', 'Do you', ""It's a very good game"", 'Do you watch it or do you still play it', 'I only watch now']","[4, 0, 4, 0, 0]"
"['The Phoenix team overpowered its counterpart 86 to 50', ""They're absolutely right to get a replacement for 21"", 'If the Phoenix beats the Rocket , it will enter the final', 'No way , if it still has 21']","[0, 0, 0, 0]"
"[""You can't beat me at tennis"", 'Do you want to bet']","[0, 0]"
"[""What's the score"", 'The Ukraine team took the lead by 3 to 1 at the end of the first half', 'The Russian team needs to tie the Ukraine to get the pass for the final', ""It doesn't seem to be so easy""]","[0, 0, 0, 0]"
"[""Bob , I'm really upset with you"", ""I'm sorry , I didn't mean to forget our wedding anniversary"", 'You forgot it last year as well', ""I know , I'm sorry""]","[1, 5, 1, 5]"
"['What may I do for you', 'I need to get a passport', 'You will need to apply for one', 'When will I be able to do that', 'You can do it right now , if you ’ d like', 'That ’ s fine', 'Please fill out this application', 'Then what do I do', 'I just need to take your picture', 'How long will it take for my passport to be ready', 'You will get it in a few weeks', 'That ’ s perfect']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
"['Guess what', 'What', 'I am going to the mountains with my family this weekend', 'That sounds like fun']","[4, 0, 0, 0]"
"[""You're my hero"", ""Aw , shucks , ma'am""]","[4, 4]"
"['I heard the film was after the novel The Godfather', 'Who wrote it', 'Mario Puku', ""Who're the producer , the director , the stars , heroine and the hero"", ""I'm always interested in how , but seldom pay much attention to who""]","[0, 0, 0, 0, 0]"
"['Tom set the whole country by the ears with his discovery', 'He is really terrific', 'He was very clever when he was a boy']","[0, 6, 0]"
"['Look how fast that car can accelerate', ""I've never seen anything like it""]","[6, 6]"
"['My uncle passed away last night', 'My condolences']","[5, 5]"
"['Can I borrow one of your pens , Amy', 'Take your pick , Julie']","[0, 0]"
"[""I'll come see you tomorrow"", 'Promise']","[0, 0]"
"['It was great meeting you', 'Me too', 'Maybe we can meet again sometime', ""Of course , but I'll have to go now""]","[4, 4, 4, 4]"
"[""What's your favorite hobby"", ""I'd like reading books best"", 'What kinds of books do you like to read', 'Literature and economy', 'By the way , would you like to see movies', ""That's OK"", 'What do you do in your spare time', 'I like to play golf , play badminton or crack jokes', 'I just like to sleep like a lazy cat', ""That's a bad habit""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Are you sure you heard right', 'Yes , he is running for class president', ""I don't believe you"", 'Take my word for it']","[0, 0, 0, 0]"
"[""I'm so angry at Bob for buying a new bike"", ""What's the big deal""]","[1, 0]"
"['On balance , dress designing appeals to me most', ""Yes , it's to my liking , too"", 'Say , how would you like to be a dress designer', ""It's my dream""]","[4, 4, 4, 4]"
"['The sun is shining', ""But there're some mare's tails"", ""That's the sign of wind"", 'Oh , really , I thought it was a sign of rain']","[0, 0, 0, 0]"
"[""What's the score"", 'The Ukraine team took the lead by 3 to 1 at the end of the first half', 'The Russian team needs to tie the Ukraine to get the pass for the final', ""It doesn't seem to be so easy""]","[0, 0, 0, 0]"
"['Reciting texts really bores me to death', 'Do you have to remember every text', 'Yes , the teacher says recitation is real good']","[2, 0, 0]"
"['Would you mind going to dinner with me tonight', ""I'd love to go out with you , but I'm sorry I'm busy tonight , but I'd like a rain check"", 'OK']","[0, 0, 0]"
"[""It's very cold tonight"", 'Can I get you another blanket', '0h , that would be nice of you', ""I'll turn the heat up"", 'Yes , please do that']","[0, 4, 4, 4, 4]"
"['How do you like my new sports car', ""It's cool""]","[0, 4]"
"[""Good evening , I'm so happy you could come"", 'Thank you for inviting me', 'What would you like to drink', 'A glass of white wine would be fine , thank you']","[4, 4, 4, 4]"
"[""What's happening in your life"", ""Can you believe I'm going to America"", 'That sounds great', ""Yes , I'm really excited""]","[0, 4, 4, 4]"
"[""It's very thoughtful of you to invite me to your wedding"", 'How can I forget my old friend', 'My best wishes to you and the bride', 'Thank you very much']","[4, 4, 4, 4]"
"['Good morning miss', 'Wang  Good morning Mr', 'Li  It ’ s a beautiful morning isn ’ t it', 'Oh', 'It ’ s a nice day indeed  I hope it won ’ t be too hot , I can ’ t stand the heat  Really', 'For me too']","[0, 0, 0, 0, 0, 0]"
"['You are very late , but I was on pins and needles the whole time', 'Oh , I ’ m sorry']","[0, 0]"
"[""I'm feeling hungry"", ""Isn't it time for dinner"", ""Yes , let's get something to eat"", ""How about Mac Donald's""]","[0, 0, 4, 4]"
"['Where do you have to go', 'To New York', 'When do you have to be there', 'Tomorrow morning', 'How long do you have to be there', 'Three days', 'When will you be back', 'On Friday']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['I ’ Ve got a new boss', 'Oh , what ’ s he like', 'Well , he ’ s got dark hair and brown eyes', 'Yes', 'And a white sports car', 'Um , that ’ s good', 'Yes , but he ’ s got a wife and 3 children as well']","[0, 0, 0, 0, 0, 4, 0]"
"[""What's new"", 'Nothing much']","[0, 0]"
"['What would you like to have in your breakfast , bread , egg or sandwiches', 'Bread', 'And milk or orange juice', 'Orange juice', 'What would you like for lunch , pork , mutton or beef', 'I think mutton is best', 'What kind of drink do you like most , red wine , beer or champagne', 'I like champagne', 'And among apples , oranges and bananas , which is your favorite', 'Banana of course', 'Do you always have meals outside or in your house', 'I always have meals outside , because I ’ m not good at cooking']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['What do you think of the play showed last night', ""I think there's too much violence and it did no good to my little boy"", 'Yes , I turned it off when the fight got heated in it', ""It's really hard to avoid such bad influence anyway""]","[0, 0, 0, 0]"
"['How is Tom now', ""He's out of the hospital and up and about again at last"", ""Let's congratulate him on Sunday""]","[0, 0, 0]"
"['I really need to find a parking spot', 'Are you looking for a space on or off campus', 'Do you know any spaces on campus', 'You can park in the student parking structure', 'Where is it located', ""You'll find the parking structure on the west side of the campus"", 'Do you have any idea if the parking structure has any spaces left', 'Last time I checked , it was pretty empty', 'What time was it when you went up there', 'That was earlier this morning', ""It wouldn't be full right now , would it"", 'I have no idea']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['I learned of the railway accident only this morning', 'A really dreadful accident and many people were killed', 'Is that true', 'Yeah , well , I fill you in one the details later', 'Thanks']","[0, 0, 0, 0, 0]"
"[""Paul , let's go and see Grandpa this afternoon"", 'But Grandpa will be working', ""It's Saturday"", 'I almost forget']","[0, 0, 0, 0]"
"['Do you think Tom will be elected president', 'No , I think Harry will get it', ""Let's make a bet on who gets it"", 'OK , loser buys pizza tomorrow night']","[0, 0, 0, 0]"
"[""What's all this noise about"", ""They're discussing whether they should replace Miss Smith , the Music teacher"", 'Why', ""Because she's not responsible enough""]","[0, 0, 0, 0]"
"['Where are you going', ""I'm going to Bill's house"", 'What are you going to do there', ""I'm going to help him"", ""What's he doing"", ""He's fixing his roof""]","[0, 0, 0, 0, 0, 0]"
"['We have a class outing today', 'Have fun']","[0, 4]"
"[""Can I still get tickets for tonight's performance"", 'The balcony is still available', ""Aren't there any other seats"", ""No , I'm afraid that's it""]","[0, 0, 0, 0]"
"['Would you like some coffee , Tom', 'Yes , thank you', ""Here's some sugar"", 'Thanks']","[0, 0, 0, 0]"
"['When I was a little boy , I had a dream of becoming a lawyer', 'Your dream comes true now', 'Yes , I knew I would make it', 'You are really confident']","[0, 0, 0, 0]"
"['I go to the fitness center every weekend', 'What for', 'To lose some weight', 'Why , you look pretty all right']","[0, 0, 0, 6]"
"['To be frank , I find philosophy rather boring', ""To tell you the truth , it's the most tedious course i have ever had"", 'How could you manage to pass the exam', 'It is still a mystery to me']","[2, 2, 0, 0]"
"['It is difficult for old people to do away with old ideas', 'So the reform cannot be carried out well', 'Government is making efforts to change situation', 'Easier said than done']","[0, 0, 0, 0]"
"['Hi Bob , this is my friend Mary', 'I am very pleased to meet you', 'Bob is in advertising', 'That sounds an interesting job , Bob']","[4, 4, 4, 4]"
"['When were you Bron may I ask', 'On 20th May 1963', 'Do you know what it was according to the lunar calendar', '27th day of the fourth month', 'By the way , could you tell me when the film will begin', 'It will begin at 5 thirty', ""I am frigid I can't be there on time"", 'You can see it tomorrow', ""I don't want to miss it today"", 'See you', 'See you']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
